ID,FINISHED,TRACK TIME,BARRIER HITS,ROTATION ANGLE,SPEED,DOWN RAY
1267,0,180,198,81,4000,0.26
1268,0,180,187,82,4000,0.29
1269,0,180,194,83,4000,0.28
1270,0,180,177,84,4000,0.31
1271,0,180,194,85,4000,0.31
1272,0,180,223,86,4000,0.3
1273,0,180,191,87,4000,0.32
1274,0,180,200,88,4000,0.31
1275,0,180,171,89,4000,0.3
1276,0,180,179,90,4000,0.3
1366,0,180,179,90,4500,0.3
1365,0,180,183,89,4500,0.31
1364,0,180,214,88,4500,0.3
1363,0,180,213,87,4500,0.28
1362,0,180,223,86,4500,0.3
1361,0,180,217,85,4500,0.31
1360,0,180,178,84,4500,0.32
1359,0,180,212,83,4500,0.22
1358,0,180,192,82,4500,0.28
1357,0,180,186,81,4500,0.32
1356,0,180,184,80,4500,0.3
1355,0,180,191,79,4500,0.31
1354,0,180,184,78,4500,0.29
1353,0,180,266,77,4500,0.21
1352,0,180,184,76,4500,0.31
1351,0,180,208,75,4500,0.33
1350,0,180,231,74,4500,0.26
1349,0,180,207,73,4500,0.28
1348,0,180,214,72,4500,0.3
1347,0,180,192,71,4500,0.3
1346,0,180,191,70,4500,0.32
1345,0,180,220,69,4500,0.26
1344,0,180,194,68,4500,0.3
1343,0,180,260,67,4500,0.7
1342,0,180,193,66,4500,0.3
1341,0,180,219,65,4500,0.27
1340,0,180,222,64,4500,0.27
1339,0,180,196,63,4500,0.31
1338,0,180,237,62,4500,0.56
1337,0,180,222,61,4500,0.32
1336,0,180,284,60,4500,0.32
1335,0,180,218,59,4500,0.38
1334,0,180,289,58,4500,0.46
1333,0,180,231,57,4500,0.27
1332,0,180,272,56,4500,0.33
1331,0,180,283,55,4500,0.31
1330,0,180,324,54,4500,0.76
1329,0,180,279,53,4500,0.79
1328,0,180,303,52,4500,0.64
1327,0,180,259,51,4500,0.2
1326,0,180,234,50,4500,0.31
1325,0,180,247,49,4500,0.3
1324,0,180,324,48,4500,0.28
1323,0,180,280,47,4500,0.28
1322,0,180,297,46,4500,0.21
1321,0,180,275,45,4500,0.43
1320,0,180,363,44,4500,0.31
1319,0,180,322,43,4500,0.55
1318,0,180,370,42,4500,0.5
1317,0,180,454,41,4500,0.7
1316,0,180,307,40,4500,0.47
1315,0,180,304,39,4500,0.37
1314,0,180,307,38,4500,0.2
1313,0,180,300,37,4500,0.3
1312,0,180,334,36,4500,0.5
1311,0,180,446,35,4500,0.43
1310,0,180,341,34,4500,0.46
1309,0,180,399,33,4500,0.83
1308,0,180,356,32,4500,0.55
1307,0,180,437,31,4500,0.76
1306,0,180,503,30,4500,0.04
1305,0,180,346,29,4500,0.32
1304,0,180,325,28,4500,0.23
1303,0,180,426,27,4500,0.57
1302,0,180,450,26,4500,0.47
1301,0,180,511,25,4500,0.01
1300,0,180,513,24,4500,0.02
1299,0,180,514,23,4500,0.03
1298,0,180,412,22,4500,0.51
1297,0,180,482,21,4500,0.45
1296,0,180,461,20,4500,0.83
1295,0,180,466,19,4500,0.57
1294,0,180,468,18,4500,0.74
1293,0,180,443,17,4500,0.28
1292,0,180,417,16,4500,0.63
1291,0,180,455,15,4500,0.72
1290,0,180,427,14,4500,0.73
1289,0,180,453,13,4500,0.77
1288,0,180,438,12,4500,0.57
1287,0,180,311,11,4500,0.44
1286,0,180,391,10,4500,0.41
1285,0,180,312,9,4500,0.78
1284,0,180,379,8,4500,0.4
1283,0,180,93,7,4500,0.23
1282,0,180,506,6,4500,0.23
1281,0,180,198,5,4500,0.32
1280,0,180,496,4,4500,0.58
1279,0,180,521,3,4500,0.02
1278,0,180,523,2,4500,0.15
1277,0,180,518,1,4500,0.4
1367,0,180,679,1,5000,0.68
1368,0,180,676,2,5000,0.76
1369,0,180,674,3,5000,0.26
1370,0,180,672,4,5000,0.39
1371,0,180,432,5,5000,0.839999
1372,0,180,611,6,5000,0.73
1373,0,180,93,7,5000,0.23
1374,0,180,632,8,5000,0.52
1375,0,180,590,9,5000,0.58
1376,0,180,669,10,5000,0.06
1377,0,180,571,11,5000,0.44
1378,0,180,563,12,5000,0.29
1379,0,180,587,13,5000,0.78
1380,0,180,549,14,5000,0.31
1381,0,180,54,15,5000,0.08
1382,0,180,612,16,5000,0.75
1383,0,180,548,17,5000,0.38
1384,0,180,616,18,5000,0.77
1385,0,180,616,19,5000,0.3
1386,0,180,457,20,5000,0.21
1387,0,180,670,21,5000,0.0
1388,0,180,571,22,5000,0.22
1389,0,180,501,23,5000,0.77
1390,0,180,64,24,5000,0.29
1391,0,180,667,25,5000,0.06
1392,0,180,569,26,5000,0.89
1393,0,180,633,27,5000,0.73
1394,0,180,577,28,5000,0.85
1395,0,180,503,29,5000,0.29
1396,0,180,566,30,5000,0.65
1397,0,180,537,31,5000,0.969999
1398,0,180,312,32,5000,0.29
1399,0,180,620,33,5000,0.53
1400,0,180,577,34,5000,0.88
1401,0,180,516,35,5000,0.57
1402,0,180,525,36,5000,0.67
1403,0,180,331,37,5000,0.41
1404,0,180,576,38,5000,0.76
1405,0,180,420,39,5000,0.41
1406,0,180,444,40,5000,0.4
1407,0,180,534,41,5000,0.38
1408,0,180,505,42,5000,0.72
1409,0,180,414,43,5000,0.889999
1410,0,180,384,44,5000,0.37
1411,0,180,300,45,5000,0.32
1412,0,180,290,46,5000,0.32
1413,0,180,263,47,5000,0.34
1414,0,180,499,48,5000,0.72
1415,0,180,252,49,5000,0.31
1416,0,180,328,50,5000,0.25
1417,0,180,333,51,5000,0.22
1418,0,180,448,52,5000,0.28
1419,0,180,231,53,5000,0.32
1420,0,180,265,54,5000,0.26
1421,0,180,284,55,5000,0.31
1422,0,180,244,56,5000,0.32
1423,0,180,292,57,5000,0.31
1424,0,180,245,58,5000,0.31
1425,0,180,294,59,5000,0.28
1426,0,180,246,60,5000,0.33
1427,0,180,230,61,5000,0.24
1428,0,180,217,62,5000,0.34
1429,0,180,247,63,5000,0.2
1430,0,180,301,64,5000,0.25
1431,0,180,209,65,5000,0.31
1432,0,180,408,66,5000,0.82
1433,0,180,218,67,5000,0.3
1434,0,180,200,68,5000,0.29
1435,0,180,208,69,5000,0.32
1436,0,180,187,70,5000,0.32
1437,0,180,193,71,5000,0.3
1438,0,180,235,72,5000,0.23
1439,0,180,246,73,5000,0.27
1440,0,180,227,74,5000,0.32
1441,0,180,239,75,5000,0.34
1442,0,180,256,76,5000,0.26
1443,0,180,250,77,5000,0.25
1444,0,180,187,78,5000,0.29
1445,0,180,252,79,5000,0.22
1446,0,180,189,80,5000,0.3
1447,0,180,217,81,5000,0.3
1448,0,180,200,82,5000,0.27
1449,0,180,186,83,5000,0.32
1450,0,180,191,84,5000,0.32
1451,0,180,199,85,5000,0.27
1452,0,180,311,86,5000,0.22
1453,0,180,187,87,5000,0.32
1454,0,180,304,88,5000,0.33
1455,0,180,316,89,5000,0.31
1456,0,180,197,90,5000,0.3
1549,1,90,793,15,10000,0.289089
